,Date,Amt,TipsAmt,Pct,JustDate,Hour,DateName,DayType,ShiftType
212,2024-03-19 18:00:00,35.7,7.14,0.19999999999999998,2024-03-19,18,Tuesday,Weekday,Evening shift
213,2024-03-19 18:00:00,37.8,7.56,0.2,2024-03-19,18,Tuesday,Weekday,Evening shift
214,2024-03-19 17:00:00,58.8,11.76,0.2,2024-03-19,17,Tuesday,Weekday,Evening shift
215,2024-03-19 18:00:00,21.26,0.0,0.0,2024-03-19,18,Tuesday,Weekday,Evening shift
216,2024-03-19 15:00:00,38.85,5.83,0.15006435006435007,2024-03-19,15,Tuesday,Weekday,Morning shift
217,2024-03-19 15:00:00,6.9,1.38,0.19999999999999998,2024-03-19,15,Tuesday,Weekday,Morning shift
218,2024-03-19 15:00:00,50.66,0.0,0.0,2024-03-19,15,Tuesday,Weekday,Morning shift
219,2024-03-19 13:00:00,92.4,13.86,0.15,2024-03-19,13,Tuesday,Weekday,Morning shift
220,2024-03-19 18:00:00,84.0,12.6,0.15,2024-03-19,18,Tuesday,Weekday,Evening shift
221,2024-03-19 19:00:00,139.65,27.93,0.19999999999999998,2024-03-19,19,Tuesday,Weekday,Evening shift
222,2024-03-19 18:00:00,47.06,7.94,0.16872078198045048,2024-03-19,18,Tuesday,Weekday,Evening shift
223,2024-03-19 19:00:00,25.8,5.16,0.2,2024-03-19,19,Tuesday,Weekday,Evening shift
224,2024-03-19 18:00:00,49.35,7.4,0.14994934143870314,2024-03-19,18,Tuesday,Weekday,Evening shift
225,2024-03-19 18:00:00,37.8,7.56,0.2,2024-03-19,18,Tuesday,Weekday,Evening shift
226,2024-03-19 18:00:00,84.0,12.6,0.15,2024-03-19,18,Tuesday,Weekday,Evening shift
227,2024-03-19 19:00:00,49.61,7.44,0.14996976416045152,2024-03-19,19,Tuesday,Weekday,Evening shift
228,2024-03-19 19:00:00,19.16,0.0,0.0,2024-03-19,19,Tuesday,Weekday,Evening shift
229,2024-03-19 12:00:00,17.07,3.41,0.19976567076742824,2024-03-19,12,Tuesday,Weekday,Morning shift
230,2024-03-19 13:00:00,92.4,13.86,0.15,2024-03-19,13,Tuesday,Weekday,Morning shift
231,2024-03-19 19:00:00,22.05,4.41,0.2,2024-03-19,19,Tuesday,Weekday,Evening shift
232,2024-06-19 14:00:00,28.26,7.07,0.2501769285208776,2024-06-19,14,Wednesday,Weekday,Morning shift
233,2024-06-19 12:00:00,48.3,7.25,0.15010351966873706,2024-06-19,12,Wednesday,Weekday,Morning shift
234,2024-06-19 11:00:00,25.2,0.0,0.0,2024-06-19,11,Wednesday,Weekday,Morning shift
235,2024-06-19 14:00:00,12.86,0.0,0.0,2024-06-19,14,Wednesday,Weekday,Morning shift
236,2024-06-19 12:00:00,24.15,0.0,0.0,2024-06-19,12,Wednesday,Weekday,Morning shift
237,2024-06-19 11:00:00,6.3,0.95,0.15079365079365079,2024-06-19,11,Wednesday,Weekday,Morning shift
238,2024-06-19 11:00:00,45.75,6.86,0.14994535519125685,2024-06-19,11,Wednesday,Weekday,Morning shift
239,2024-06-19 12:00:00,25.2,2.52,0.1,2024-06-19,12,Wednesday,Weekday,Morning shift
240,2024-06-19 12:00:00,86.63,0.0,0.0,2024-06-19,12,Wednesday,Weekday,Morning shift
241,2024-06-19 14:00:00,35.96,5.39,0.14988876529477196,2024-06-19,14,Wednesday,Weekday,Morning shift
242,2024-06-19 15:00:00,44.1,6.62,0.15011337868480726,2024-06-19,15,Wednesday,Weekday,Morning shift
243,2024-06-19 14:00:00,44.1,6.62,0.15011337868480726,2024-06-19,14,Wednesday,Weekday,Morning shift
244,2024-06-19 13:00:00,85.05,0.0,0.0,2024-06-19,13,Wednesday,Weekday,Morning shift
245,2024-06-19 12:00:00,22.31,0.0,0.0,2024-06-19,12,Wednesday,Weekday,Morning shift
246,2024-06-19 11:00:00,39.9,0.0,0.0,2024-06-19,11,Wednesday,Weekday,Morning shift
247,2024-06-19 11:00:00,23.1,1.5,0.06493506493506493,2024-06-19,11,Wednesday,Weekday,Morning shift
248,2024-06-19 12:00:00,32.55,4.88,0.14992319508448543,2024-06-19,12,Wednesday,Weekday,Morning shift
249,2024-06-19 12:00:00,19.95,2.99,0.149874686716792,2024-06-19,12,Wednesday,Weekday,Morning shift
250,2024-06-19 12:00:00,22.05,3.31,0.15011337868480726,2024-06-19,12,Wednesday,Weekday,Morning shift
251,2024-06-19 15:00:00,25.2,3.78,0.15,2024-06-19,15,Wednesday,Weekday,Morning shift
